"Virus","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"all_k141_3281166","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_6366981","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2256579","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1766174","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_3797086","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3797507","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3798532","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_3285438","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Imitervirales Order"
"all_k141_5852044","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_230093","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1254947","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5348023","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae"
"all_k141_4839393","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1772340","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_6377524","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Herelleviridae"
"all_k141_4336698","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_239688","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_753258","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_244531","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_5361524","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_5362147","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae"
"all_k141_2791906","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_3817245","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1790119","Viruses","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Thaspiviridae"
"all_k141_2795559","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_254787","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5879144","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4359916","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_261189","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_4871523","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_3319381","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5889858","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_277462","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_787291","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1303214","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_5900189","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1821543","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_2312027","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_4890905","Viruses","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain"
"all_k141_3339442","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3853876","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_796633","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2321294","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_802887","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5917612","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_3352228","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_4906624","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_4910128","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_1844043","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4405279","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6446777","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4408117","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1332578","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2849944","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6938547","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3879427","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4921619","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6461443","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_1860641","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae"
"all_k141_2347465","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_3375415","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_1866135","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Crassvirales Order"
"all_k141_4427533","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1351737","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1869961","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2357313","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4938348","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4938701","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_332332","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3899766","Viruses","Monodnaviria","Loebvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae"
"all_k141_2877071","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae"
"all_k141_6963703","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_855937","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_3398882","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_1891239","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_5465790","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2377958","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Nucleocytoviricota Phylum","Nucleocytoviricota Phylum","Nucleocytoviricota Phylum"
"all_k141_860964","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6978823","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4455590","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_6497310","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_6499951","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Straboviridae"
"all_k141_3408084","Viruses","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain"
"all_k141_1900096","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae"
"all_k141_2385574","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_361257","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1906361","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_6512050","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4474802","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6998035","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"all_k141_2399415","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3938622","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_3940503","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_3433542","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5498396","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_7009898","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1931637","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5510607","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1939903","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae"
"all_k141_1942313","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae"
"all_k141_5009912","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6019560","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_7025194","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6019878","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3969549","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_916560","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Imitervirales Order"
"all_k141_6024844","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_920802","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"all_k141_921249","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_1958095","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_2957821","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7046875","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_426364","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae"
"all_k141_1972586","Viruses","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain"
"all_k141_2456219","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Pimascovirales Order"
"all_k141_944839","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5559060","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6592658","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4555999","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4556083","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4015358","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4557486","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3502492","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_7079115","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_969575","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_4029619","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_2490140","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7093263","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_2496033","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_3009063","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Imitervirales Order"
"all_k141_2024206","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_5597509","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7100736","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_991275","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_3020956","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7104879","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6636190","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2037571","Viruses","Duplodnaviria","Heunggongvirae","Heunggongvirae Kingdom","Heunggongvirae Kingdom","Heunggongvirae Kingdom","Heunggongvirae Kingdom"
"all_k141_6106373","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_2040033","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_500864","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Marseilleviridae"
"all_k141_2519722","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_4069260","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_504826","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3038493","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Asfuvirales","Asfarviridae"
"all_k141_1019302","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_4079677","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7132317","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"all_k141_2538208","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4090197","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"all_k141_4092477","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2546482","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Megaviricetes Class","Megaviricetes Class"
"all_k141_7149798","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7155721","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Arfiviricetes","Cremevirales","Smacoviridae"
"all_k141_1538237|provirus_1_10127","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4641107|provirus_3_8120","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1641053|provirus_2_50751","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2154606|provirus_9726_33376","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6275921|provirus_8130_32789","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6295825|provirus_6035_34302","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6306123|provirus_4318_40831","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4802221|provirus_1_16326","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5838337|provirus_12440_51544","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3895491|provirus_39633_58575","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_257045","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_57211","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_32839","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_228533","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_111976","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Herelleviridae"
"Sentinel_5_S5_100577","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_68793","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_491343","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_499515","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_5_S5_372555","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"Sentinel_11_S11_506519","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_11_S11_232517","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae"
"Sentinel_16_S16_712799","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_138931","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_221415","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_297758","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_914893","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_805423","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_168920","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_824166","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_665164","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_16_S16_219022","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_159409","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_776297","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_446414","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_759076","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_93149","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_247181","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_13_S13_12375","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
